ID;Тип крыши;Электр-во;Тип топлива;Источник тепла;Источник воды;Воды нет, мин;Мопед;Автомобиль;Число авто;Прочие авто;Велосипед;Повозки;ПК;Число ПК;Стир машина;Кух комбайн;Холодильник;Телевизор;Число телев;Стерео;Телефон;Газонокос;Снегоуборщ;Микроволновка;Посудомоеч;Ежемес доход;Деньги на пищу;Дача;Площадь дачи;Место для пригот пищи;Вытяжка;Готовка вне дома, месяц;Вопрос 10a/ месяц;Вопрос 10a/ 5 лет;Вопрос 10b/ месяц;Вопрос 10b/ 5 лет;Вопрос 10c/ месяц;Вопрос 10c/ 5 лет;Квартира;Др квартира;Холодная дача;Теплая дача;Машина;Гараж;Ферма;Лавка;Другое;Др уточнить;Часть дохода на еду;Вопрос 13;Достаток по срав с друг;Тип жилья;Число комнат;Площадь жилья
54-103-040-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;2;1;0;1;1;3;0;1;0;0;1;0;60000;20000;1;2000;внутри дома;окно;1;редко;редко;редко;редко;редко;редко;1;0;0;1;0;0;0;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;65
54-103-043-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;0;0;1;1;1;1;2;1;1;0;0;1;0;35000;20000;1;2700;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;1;1;1;0;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;36
54-102-302-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;2;0;1;0;0;0;0;25000;15000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;иногда;никогда;никогда;1;0;0;0;0;0;0;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;очень высокий;квартира;2;43
54-103-050-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;3;1;1;1;0;1;0;50000;16000;1;600;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;43
54-103-049-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;1;1;1;5;0;1;0;0;1;0;45000;12000;1;600;внутри дома;окно;1;никогда;никогда;редко;редко;никогда;никогда;1;1;1;0;1;1;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;3;40
54-103-048-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-301-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;2;0;1;1;0;0;0;30000;8000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;редко;1;0;0;0;1;0;0;1;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;3;36
54-103-047-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;2;1;1;1;1;4;1;1;0;0;1;0;78000;30000;1;900;внутри дома;окно, вытяжка;5;никогда;никогда;никогда;никогда;никогда;никогда;1;1;1;0;1;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;46
54-103-046-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-103-045-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;3;1;1;1;1;3;0;1;0;0;1;0;35000;20000;1;600;внутри дома;вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;0;1;1;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;3;48
54-102-135-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-146-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-147-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-120-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-121-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-122-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-124-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-124-03;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-128-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-110-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-238-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-239-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-254-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;1;1;1;1;1;0;1;2;1;1;1;1;3;1;1;0;0;1;0;30000;10000;1;2000;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;42
54-102-253-01;оцинкованные стальные листы;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;1;1;1;2;0;1;0;0;1;0;20000;15000;1;800;внутри дома;окно;5;никогда;никогда;иногда;иногда;никогда;никогда;1;0;1;0;1;1;0;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;2;32
54-102-252-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0;26000;12000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;4;50
54-102-260-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;0;0;1;0;35000;10000;1;750;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;редко;никогда;никогда;1;0;0;0;0;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;2;31
54-102-250-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;1;1;0;1;1;3;0;1;0;0;1;0;40000;20000;0;;внутри дома;окно;1;никогда;никогда;никогда;часто;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;2;28
54-102-249-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;0;0;1;1;1;1;4;1;1;1;0;1;0;28000;15000;1;1500;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;0;0;1;0;0;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;2;37
54-102-248-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;0;1;0;120000;40000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;43
54-102-247-01;шифер;1;биотопливо;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;1;1;1;2;1;1;0;0;1;0;15000;7000;1;600;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;иногда;никогда;никогда;1;0;1;0;0;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;30
54-102-246-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;2;1;1;1;1;2;1;1;0;0;1;0;18000;12000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;2/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;2;30
54-102-245-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;1;1;0;1;1;1;1;1;1;2;1;1;0;0;1;0;35000;15000;1;1000;внутри дома;окно, вытяжка;5;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;28
54-102-244-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-244-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;1;0;0;0;0;1;1;1;1;3;0;1;0;0;1;0;34500;15000;1;1000;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;редко;никогда;никогда;1;0;1;0;1;1;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;27
54-102-290-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;3;1;1;1;1;2;1;1;0;0;1;0;60000;25000;1;400;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;иногда;никогда;никогда;1;0;1;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;56
54-102-289-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;16000;5000;0;;внутри дома;окно;1;никогда;никогда;иногда;иногда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;1;18
54-102-268-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;2;1;1;1;1;2;0;1;0;0;1;0;35000;10000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;иногда;часто;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;2;27
54-102-267-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;2;1;1;1;0;1;0;15000;7000;1;1000;внутри дома;окно;5;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;0;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;27
54-102-266-01;оцинкованные стальные листы;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;15000;10000;0;;внутри дома;окно;1;никогда;никогда;редко;редко;никогда;никогда;1;0;0;0;0;0;0;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;45
54-102-265-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;1;1;1;1;0;2;1;0;0;0;1;0;50000;25000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;4;45
54-102-264-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;3;1;1;0;0;1;0;25000;15000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;часто;часто;никогда;никогда;1;0;0;0;0;0;0;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;2;36
54-102-263-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;4;0;1;0;0;1;0;40000;20000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;низкий;квартира;3;48
54-102-262-03;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-262-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-262-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;2;1;0;1;1;1;1;1;0;0;1;0;62000;30000;1;800;внутри дома;окно, вытяжка;4;никогда;никогда;никогда;редко;никогда;никогда;1;0;0;1;0;1;0;0;1;Лодка резиновая с мотором;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;43
54-102-261-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;39000;20000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;1;18
54-102-316-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;1;0;30000;15000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;общежитие;1;18
54-103-103-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;2;1;0;1;1;2;0;1;0;0;1;0;40000;25000;1;500;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;0;0;0;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;36
54-103-104-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;2;0;1;0;0;1;1;32000;10000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;26
54-103-105-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;0;1;1;1;1;1;2;0;1;0;1;1;0;38000;10000;1;1000;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;1;1;0;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;2;44
54-103-105-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-103-106-01;железобетон;1;электричество;электричество;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;54000;30000;1;500;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;0;0;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;48
54-102-019-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-094-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-294-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;3;1;0;1;1;3;1;1;1;0;1;0;100000;30000;1;1500;внутри дома;окно, вытяжка;1;иногда;иногда;иногда;иногда;иногда;иногда;1;0;1;1;1;1;1;0;0;;1/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;3;46
54-102-294-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-295-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;2;1;0;1;1;2;1;1;0;0;1;0;60000;30000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;33
54-102-296-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;0;30000;10000;0;;внутри дома;окно, дымоход;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;2;33
54-102-280-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-280-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;4;1;1;1;1;2;0;1;0;0;1;0;70000;25000;1;4400;внутри дома;окно, вытяжка;1;никогда;никогда;иногда;иногда;никогда;никогда;1;0;1;0;1;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;2;34
54-102-279-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;1;0;1;1;1;1;1;1;2;1;1;0;0;1;0;20000;6000;1;2500;внутри дома;окно;1;никогда;иногда;никогда;иногда;никогда;никогда;1;0;1;0;0;0;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;1;18
54-102-278-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;0;14000;7000;1;600;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;47
54-102-277-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;2;0;1;0;0;1;0;15000;5000;0;;внутри дома;окно, вытяжка;1;никогда;редко;никогда;никогда;никогда;редко;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;1;18
54-102-107-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;2;1;1;1;1;1;0;0;0;0;1;0;43000;20000;0;;внутри дома;окно;1;никогда;никогда;редко;редко;редко;редко;1;0;0;0;1;0;0;0;0;;1/2 (половина);Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;средний;квартира;1;23
54-102-108-01;железобетон;1;электричество;электричество;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;16000;10000;0;;внутри дома;окно;1;никогда;иногда;никогда;иногда;никогда;никогда;0;0;0;0;0;0;0;0;0;;2/3;Нам не хватает даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение);низкий;общежитие;1;18
54-102-109-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0;1;0;25000;10000;0;;внутри дома;вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;общежитие;1;23
54-102-298-01;оцинкованные стальные листы;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;2;1;1;0;0;1;0;27000;6000;1;400;внутри дома;окно, вытяжка;1;никогда;никогда;часто;часто;никогда;никогда;1;0;1;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;квартира;2;28
54-102-298-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-102-299-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;4;1;1;1;1;4;1;1;0;0;1;0;90000;40000;1;400;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;45
54-102-300-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;2;1;1;1;1;3;1;1;1;0;1;0;50000;20000;1;500;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;1;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;3;62
54-102-281-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;1;0;1;3;1;1;1;1;4;1;1;1;1;1;1;50000;30000;1;600;внутри дома;окно, дымоход, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;1;1;0;0;0;0;;2/3;Мы  можем  приобретать  товары  длительного  пользования,  но не можем приобрести такие вещи как квартиру, дома, или дорогой автомобиль;низкий;квартира;3;45
54-102-282-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;2;0;1;0;0;1;0;18000;10000;1;200;внутри и вне дома;окно;2;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;1;0;0;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;квартира;1;18
54-102-291-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;22000;8000;0;;внутри дома;окно;1;часто;часто;редко;редко;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Нам  не  хватает  даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение);низкий;квартира;2;48
54-102-292-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;13000;5000;1;300;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;1;0;0;0;0;0;0;;1/3;Нам  не  хватает  даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение);низкий;квартира;2;27
54-102-293-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;1;0;20000;14000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;27
54-103-063-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;1;0;20000;7000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;45
54-103-064-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;2;1;1;1;0;1;0;55000;10000;1;600;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;3;46
54-103-065-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;45000;23000;1;800;внутри и вне дома;окно, вытяжка;3;никогда;никогда;редко;иногда;никогда;никогда;1;0;1;0;0;0;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;квартира;2;34
54-103-065-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-103-066-01;железобетон;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;0;2;0;1;0;0;1;0;30000;15000;1;1000;внутри дома;окно, вытяжка;1;никогда;никогда;иногда;иногда;никогда;никогда;1;0;1;0;1;1;1;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;2;27
